4178,4178,-1,message,user,2017-02-01 15:58:00,"Am sorry nlichelewa kulipa loan guys siyo kawaida yangu kuchelewesha lakini ni accident nlioata na mtoto wangu akachomeka na maji moto,naomba msamaha mwanzo mmeniinua sana kibiashara na ni ombi langu mtaendelea kunikopesha loan na tena ningeomba tafadhali don't lower loan limit please.will pay my loan on Friday, good day"
4373,4373,-1,message,user,2017-02-01 15:52:19,When am I qualified to get another loan
4442,4442,-1,message,user,2017-02-01 15:51:32,Hi! Am sure acc details are correct. Have not received the loan yet...
4481,4481,-1,message,user,2017-02-01 15:50:24,R u guys going to punish me for ever?
4522,4522,-1,message,user,2017-02-01 15:47:10,Meanings
4708,4708,-1,message,user,2017-02-01 15:37:22,I cleared last year for how long
5000,5000,-1,message,user,2017-02-01 15:33:06,"Hi Branch, am among your best beneficiaries of the Tala platform. However,  I have hit a 'dead-end' situation on my payment which is late for almost 5weeks after I took the loan. It has been caused by a temporal stagnation from my employment that was abruptly halted due to funding issues. Need to request for a little time extra as I commit myself to clear this loan I have. Kindly respond we agree on an amicable plan if payment. My Tel: 0723 496 592. Waiting for your feedback.   Regards,  Kenedy Sifuma"
5297,5297,-1,message,user,2017-02-02 3:20:38,it can't be 1264 had paid 400 earlier pls update your systems and give the right balance
5480,5480,-1,message,user,2017-02-01 18:06:50,"Hi branch,  Yes I have a problem which I thought it could have been through by now but it's not through. I have not been paid yet but kindly allow me to pay by next week please."
5696,5696,-1,message,user,2017-02-01 0:05:55,Iam sending the full amount today just got busy
5724,5724,-1,message,user,2017-02-02 13:20:16,"Some lady from brunch calls me n starts to abuse me just because i said av paid a total of 1000 which she claims from her side av paid on 600 .that my loan is 18394 n yet it shows hear clearly its 17994 .my question is ,is that how people who have defaulted are addressed coz surely av started paying ? N av introduced people who are paying so why look down on orhers"
6054,6054,-1,message,user,2017-02-02 12:54:13,"Hi, l have paid my loan on time but, my loan has been rejected. Why has it been rejected?"
6326,6326,-1,message,user,2017-02-01 7:57:12,Can't login
6515,6515,-1,message,user,2017-02-01 7:56:47,The weekly text rem are a nuisance
6884,6884,-1,message,user,2017-02-03 22:42:26,OK I have paid all of it
7140,7140,-1,message,user,2017-02-01 10:49:28,Why cant i have a loan now yet i have cleared my previous loan
7457,7457,-1,message,user,2017-02-01 13:57:40,How do I get a loan
7725,7725,-1,message,user,2017-02-03 8:11:39,"Dear Branch, sorry for late payment of my loan. This is due to unavoidable circumstances but I strive to clear the loan before Wednesday 8th feb next week"
7812,7812,-1,message,user,2017-02-03 15:22:22,"Hi Branch,by 7th i promise to make some payment to reduce my loan."
7837,7837,-1,message,user,2017-02-03 13:28:40,So in short  because i don't  have the SMS  that the e reason.
7944,7944,-1,message,user,2017-02-03 8:58:06,"Dear Branch,Am experiencing difficult in payments but will deposit tomorrow evening.Thank you"
8014,8014,-1,message,user,2017-02-03 8:57:16,"Hi ,whats the 7more days penalty for ?be frank n specify.I paid the previous loan on time."
8101,8101,-1,message,user,2017-02-03 8:56:44,I have been trying this app for a long period... When i apply.. Am told try after 7 days...iy has become a song...i this app real or am waisting mi time and bundles for nothing?
8125,8125,-1,message,user,2017-02-03 7:39:05,Will pay be4 15th
8392,8392,-1,message,user,2017-02-03 7:19:54,I been with u For long an I made amistake but I won't repeat it agian I was having a sick ness....
8647,8647,-1,message,user,2017-02-02 11:54:53,"Sorry,I meant December 2016"
